Datetime,Tweet Id,Text,Username,Predicted_label,Classifier_score,Predicted_sentiment,Sentiment_scores
2023-05-30 04:56:04+00:00,1663408914866614272,"Can't wait for season 10 of Love Island UK..from.the few snippets, the cast is already giving💃🏽💃🏽🔥🔥#LoveIslandUK",Delledollade,nothate,0.9995554089546204,positive,0.9896183609962463
2023-05-30 01:11:07+00:00,1663352304655822849,"https://t.co/5n3Dxv4vDK
#LoveIsland #LoveIslandUK #SuccessionFinale",MelSinach,nothate,0.9976242184638976,neutral,0.7313414216041565
2023-05-30 00:49:26+00:00,1663346846327099392,Finally watching loveislandUk season 5 and my Goodness!! Michael is wicked 🙃 #LoveIslandUK,zbabi2,nothate,0.9998310804367064,negative,0.66778165102005
2023-05-29 23:01:18+00:00,1663319632717967360,"THIS IS A WARNING - Love Island starts in 1 week. My sensible followers will obvs block the hashtags #LoveIsland &amp; #LoveIslandUK to prevent trauma. On the other hand, feel free to join me watching TV &amp; interacting this nonsense for the best fun night after night for ages!",sharon_wisner,nothate,0.999693751335144,neutral,0.37839722633361816
2023-05-29 22:29:23+00:00,1663311601208836096,ABSOLUTELY READY FOR THE HOTTEST SHOW OF THE SUMMER TO TAKEOVER OUR LIVES IN 7 DAYS!! 8 weeks of greatness is coming and I’m so ready for it 😁😁 @LoveIsland #LoveIsland  #LoveIslandUK @MayaJama https://t.co/qaEmK1Gacz,superpidge,nothate,0.984923243522644,positive,0.9909351468086243
2023-05-29 21:38:10+00:00,1663298713215705091,Ever notice how contestants for #LoveIslandUK are all 'I'm a fun person and looking for love' and they're like this on the show: https://t.co/4WRVBrDc41,EeepersChoice,nothate,0.9953731894493104,neutral,0.4592353105545044
2023-05-29 21:35:31+00:00,1663298044597501952,Gon Miss Ella from sunny Glasgow show em all what us Scots are made of. Fire and ice and all things niiiiice... hope u find a good one.. 5th May starts cannot wait 💘💘 #LoveIsland #LoveIslandUK https://t.co/TBWGbhjPw0,Notorious_Shell,nothate,0.9921280145645142,positive,0.9772387742996216
2023-05-29 21:06:57+00:00,1663290855505920001,They casted Luca Bish again? #LoveIsland #LoveIslandUK,bigbruds,nothate,0.9996273517608644,neutral,0.7280880808830261
2023-05-29 20:36:52+00:00,1663283288595918848,Lmao love island tried to hop in they diversity bag with this season 😂😂😂💀 #LoveIslandUK,0g_pamx2,nothate,0.9637948274612428,negative,0.6325766444206238
2023-05-29 19:47:03+00:00,1663270749254172672,These contestants are looking similar like every other year 😭😭 #LoveIsland #LoveIslandUK,susuray0,nothate,0.9991403818130492,negative,0.6060310006141663
2023-05-29 19:47:00+00:00,1663270738218958849,Which do you think is the worse season of love island uk? #LoveIsland #LoveIslandUK,realitytvdeath,nothate,0.9988259673118592,negative,0.8317177295684814
2023-05-29 19:39:21+00:00,1663268810642661382,#LoveIslandUK  I think my first reaction to the guys is hmmm... Yup that's is... https://t.co/h0iXYdZITJ,bjpsgyal,nothate,0.9980813264846802,neutral,0.6291476488113403
2023-05-29 17:46:09+00:00,1663240324469145601,"Love Island UK season 10 islanders &amp; their instagrams 

 https://t.co/5byDei52xz

#LoveIsland #LoveIslandUK",LovelslandTea,nothate,0.9985835552215576,neutral,0.8863843679428101
2023-05-29 17:01:38+00:00,1663229121340620802,Love Island reveal HUGE twist for the summer season #loveislandUK https://t.co/L3y6hq1aTk,bjpsgyal,nothate,0.9993574023246764,positive,0.6904037594795227
2023-05-29 16:32:00+00:00,1663221663423512593,Preparing to defend Catherine like my life depends on it idc #LoveIsland  #loveislanduk  https://t.co/Jm3BjuGT3v,baehisn,nothate,0.9731289744377136,neutral,0.5312070846557617
2023-05-29 16:08:00+00:00,1663215624451940352,"Love Island UK Season 10 islanders &amp; their Instagrams https://t.co/fS5F1CwtSN 

#LoveIsland #LoveIslandUK",LovelslandTea,nothate,0.9985994696617126,neutral,0.9013795852661133
2023-05-29 16:07:40+00:00,1663215538288377857,Où est ce que je peux regarder #LoveIslandUK si je suis en France ?,Laniaakeaa,nothate,0.9987686276435852,neutral,0.8834676742553711
2023-05-29 15:56:15+00:00,1663212667195072515,Who else sees the vision? #LoveIsland #LoveIslandUK https://t.co/LZb0FdFEaN,jxdepinnock,nothate,0.9963361024856568,neutral,0.7928390502929688
2023-05-29 14:48:40+00:00,1663195661238501376,new #loveislanduk in a WEEK. https://t.co/yrk6IhG14H,alexdoulo,nothate,0.99788635969162,neutral,0.6803998351097107
2023-05-29 14:30:58+00:00,1663191203481788416,i can’t wait to hear “previously on love island…” again 🥰 #LoveIslandUk,growngambino,nothate,0.9916644096374512,positive,0.9848346710205078
2023-05-29 14:17:19+00:00,1663187770322436096,"The hit ITV2 dating show Love Island is returning to screens next week as a fresh batch of islanders get ready for a summer of love. 

Here is the cast for the show's 10th series which airs next Monday, June 5th!

#LoveIsland #LoveIslandUK #LoveIsland2023

https://t.co/IkTFv8R7TL",Daily_Express,nothate,0.9994670748710632,positive,0.8555660843849182
2023-05-29 14:15:49+00:00,1663187393384513537,"Love Island 2023 line-up: Full list of islanders - from footballers to influencers! 

#LoveIsland #LoveIslandUK #LoveIsland2023 

https://t.co/gjszdatba7",Daily_Express,nothate,0.9992497563362122,neutral,0.6232540011405945
2023-05-29 14:08:49+00:00,1663185628979232768,"Are you ready for a summer of love?! 😍💕☀️🌴

#LoveIsland #LoveIslandUK #LoveIsland2023 

Explore the FULL line-up for Love Island 2023 here:

https://t.co/9DlY7BW41b",dailystar,nothate,0.9981424808502196,positive,0.9693446755409241
2023-05-29 14:01:06+00:00,1663183688723562499,"Jess Harding, 22, aesthetics practitioner!

Boys be warned, Jess has a long list of 'icks' that her co-stars will need to avoid! 😳

#LoveIsland #LoveIslandUK #LoveIsland2023

https://t.co/9DlY7BW41b https://t.co/RgZwLeQfVk",dailystar,nothate,0.9873400330543518,neutral,0.5970038771629333
2023-05-29 13:49:25+00:00,1663180747719548929,"Mehdi Edno, 26, communications manager from France!

He said: ""Looks are important but they aren’t everything, a good sense of humour and someone who is outgoing and up for an adventure is what I’m looking for."" 🇫🇷😍

#LoveIsland #LoveIslandUK 

https://t.co/9DlY7BW41b https://t.co/qDalqHgbUB",dailystar,nothate,0.9981009364128112,positive,0.9254634380340576
2023-05-29 13:44:51+00:00,1663179597255520256,"Catherine Agbaje, 22, estate agent from Dublin!

Commercial real estate agent Catherine said people should date her as she's ""fun"", ""flirty"" and ""never boring."" 😍☀️

#LoveIsland #LoveIslandUK #LoveIsland2023

https://t.co/9DlY7BW41b https://t.co/WV8EvRD6yT",dailystar,nothate,0.9945988655090332,positive,0.9606904983520508
2023-05-29 13:20:14+00:00,1663173402553638912,"WE'VE GOT A TEXT! 📱😍🌴☀️💕💋

Meet all the STUNNING islanders heading to the Love Island villa this summer! 

#LoveIsland #LoveIslandUK #LoveIsland2023 

🧵

https://t.co/9DlY7BW41b",dailystar,nothate,0.9979202151298524,positive,0.9636401534080505
2023-05-29 13:25:29+00:00,1663174725995036676,"Now… lemme not say tew much on these islanders 😶

At least they hired a better photographer #LoveIsland #LoveIslandUK",Nefe_Ig,nothate,0.999413013458252,negative,0.5692670345306396
2023-05-29 13:28:19+00:00,1663175436933758977,"Tyrique Hyde, 24, semi-pro footballer from Essex!

He's going to bring ""vibes, confidence, good energy and honesty"" to the villa! 🤩⚽️

#LoveIsland #LoveIslandUK #LoveIsland2023

https://t.co/9DlY7BW41b https://t.co/jbZ6t9eyXr",dailystar,nothate,0.998893678188324,positive,0.9702417254447937
2023-05-29 13:14:32+00:00,1663171968710107137,"CATCH-UP on all the islander's heading to the villa for Love Island summer 2023 series with the full line-up here: https://t.co/tbnnheINyA 

#LoveIsland #LoveIsland2023 #LoveIslandUK 

💛💕☀️🌴😍💋",MirrorCeleb,nothate,0.9991676807403564,neutral,0.5759285688400269
2023-05-29 13:12:31+00:00,1663171462075760642,"What do you think about the islander line-up for Love Island Summer 2023!? 🌴💕☀️😍

#LoveIsland #LoveIslandUK #LoveIsland2023",MirrorCeleb,nothate,0.999433696269989,positive,0.8886467218399048
2023-05-29 12:42:21+00:00,1663163869265534977,"21-year-old André Furtado is a business owner from Dudley - and is hoping to impress the girls with four languages!

""I’m charming, I’m going to bring good looks and some language lessons."" 😉☀️

#LoveIsland #LoveIslandUK #LoveIsland2023

https://t.co/tbnnheIfJ2 https://t.co/A9bhVam5MN",MirrorCeleb,nothate,0.9976625442504884,positive,0.9418452978134155
2023-05-29 12:16:17+00:00,1663157311244738565,"Careful boys! Jess Harding a 22-year-old beauty clinic owner from London has a long list of icks including fake designer clothes, running for the train and having a lunchbox - ""just get a Tesco meal deal!"" 🥪💛

#LoveIsland #LoveIslandUK #LoveIsland2023

https://t.co/tbnnheIfJ2 https://t.co/veDRj6O0WI",MirrorCeleb,nothate,0.9941669702529908,neutral,0.45182859897613525
2023-05-29 11:59:25+00:00,1663153067150172162,"I think the final two contestants will be them ⚡️
#loveisland #loveislanduk https://t.co/d4vOdbuDIp",Loveislandbuzzz,nothate,0.9963817596435548,neutral,0.708130419254303
2023-05-29 11:56:50+00:00,1663152415980281857,"Big Twist this season! 🏝❤️
#loveisland #loveislanduk https://t.co/nyqJIh7JZN",Loveislandbuzzz,nothate,0.9971676468849182,positive,0.8493861556053162
2023-05-29 11:39:54+00:00,1663148155582513153,"Love Island producers really said we're bringing you diversity ❤️🏝
#loveisland #loveislanduk https://t.co/vDC4MQAI23",Loveislandbuzzz,nothate,0.9981281161308287,positive,0.8794987201690674
2023-05-29 09:55:30+00:00,1663121881438855168,"Essex lad George Fensom, a Business Development Executive, is hoping to turn heads with his dancing - ""I’m gonna bring dad jokes and dad dancing to the Villa."" 🕺

#LoveIsland #LoveIsland2023 #LoveIslandUK 

https://t.co/tbnnheIfJ2 https://t.co/4CR8aYxENY",MirrorCeleb,nothate,0.9952942728996276,positive,0.9162853360176086
2023-05-29 09:42:57+00:00,1663118724981837824,"So with the show back on Spanish soil in its gorgeous Majorcan villa, here are all the confirmed Islanders ready to find love - from footballers to beauticians! 😍💕🌴☀️

#LoveIsland #LoveIsland2023 #LoveIslandUK 

https://t.co/tbnnheIfJ2",MirrorCeleb,nothate,0.9943401217460632,positive,0.9828916788101196
2023-05-28 22:12:07+00:00,1662944869776498688,ABSOLUTELY READY FOR THE HOTTEST SHOW OF THE SUMMER TO TAKEOVER OUR LIVES IN 8 DAYS!! 8 weeks of greatness is coming and I’m so ready for it 😁😁 @LoveIsland #LoveIsland #LoveIslandUK @MayaJama https://t.co/ERZ98DYjHO,superpidge,nothate,0.9812427759170532,positive,0.9908303022384644
2023-05-29 08:43:13+00:00,1663103689681252360,"GET READY FOR SEASON 10! Check out my 'Love Island 2015-2023' playlist on Spotify! Every song featured from all 9 series! Over 3,900 hits &amp; 228 hours of music! Click the link below to listen! 

https://t.co/agtQqc8zZ8

#LoveIsland #LoveIslandUSA #LoveIslandAU #LoveIslandUK https://t.co/v2Re2a2aL9",AndyPeden10,nothate,0.999330997467041,positive,0.7785293459892273
2023-05-29 09:39:02+00:00,1663117737168609282,"LOVE ISLAND 2023 - FULL LINE-UP REVEALED!

ITV2 has confirmed its cast of sexy islanders ready to dip their toes into the world of reality TV in a bid to find romance in the Love Island villa! 😍💕🌴☀️

#LoveIsland #LoveIsland2023 #LoveIslandUK 

🧵",MirrorCeleb,nothate,0.9985294342041016,positive,0.9443326592445374
2023-05-29 08:43:13+00:00,1663103689681252360,"GET READY FOR SEASON 10! Check out my 'Love Island 2015-2023' playlist on Spotify! Every song featured from all 9 series! Over 3,900 hits &amp; 228 hours of music! Click the link below to listen! 

https://t.co/agtQqc8zZ8

#LoveIsland #LoveIslandUSA #LoveIslandAU #LoveIslandUK https://t.co/v2Re2a2aL9",AndyPeden10,nothate,0.999330997467041,positive,0.7785293459892273
2023-05-28 22:12:07+00:00,1662944869776498688,ABSOLUTELY READY FOR THE HOTTEST SHOW OF THE SUMMER TO TAKEOVER OUR LIVES IN 8 DAYS!! 8 weeks of greatness is coming and I’m so ready for it 😁😁 @LoveIsland #LoveIsland #LoveIslandUK @MayaJama https://t.co/ERZ98DYjHO,superpidge,nothate,0.9812427759170532,positive,0.9908303022384644
2023-05-28 21:26:41+00:00,1662933434266791936,It's The Scott Show - Kady Mcdermott  #kadymcdermott #scottthomas #maliaarkian #rachelfenton #malinanderson #zaraholland #tompowell #oliviabuckland #daniellukakis #caradelahoyde #rykardjenkins #loveisland #loveislanduk #loveislandmemes #loveislandseason2 #lovelingo #lovelingoland https://t.co/1TmWbYGyFK,lovelingoland,nothate,0.990357220172882,neutral,0.777306079864502
2023-05-28 21:24:26+00:00,1662932868513898497,Do you think I'd waste my wine? - Kady Mcdermott #kadymcdermott #maliaarkian #rachelfenton #malinanderson #zaraholland #tompowell #oliviabuckland #sophiegradon #daniellukakis  #awkward #loveisland #loveislanduk #loveislandmemes #loveislandseason2 #lovelingo #lovelingoland https://t.co/DaUNoLbo05,lovelingoland,nothate,0.9905903339385986,neutral,0.7934718132019043
2023-05-28 21:20:57+00:00,1662931991241674759,I'm normally having sex at this point - Terry Walsh #terrywalsh #malinanderson #wesuit #wedosuit #anotherwavelength #loveisland #loveislanduk #loveislandmemes #loveislandseason2 #notlikethat #imsohappy #goingaboutthings #imsmitten #feelhappy #lovelingo #lovelingoland https://t.co/B41GbmX3GG,lovelingoland,nothate,0.8064373135566711,positive,0.8580767512321472
2023-05-28 21:18:46+00:00,1662931441917755396,The burn is the word - Rykard Jenkins #rykardjenkins #oliviabuckland #terrywalsh #malinanderson #theburnistheword #theburn #flower #imsohappy  #imhappy #loveisland #loveislanduk #loveislandmemes #loveislandseason2 #newgirls #crackonwith #havefun  #lovelingo #lovelingoland https://t.co/bxhpmKhWG9,lovelingoland,nothate,0.9890428185462952,positive,0.9583094716072083
2023-05-28 21:13:04+00:00,1662930010020233216,Would you like an olive? - Daniel Lukakis #daniellukakis #rachelfenton #oliviabuckland #zaraholland #lovelything  #share #commoninterests #clearlywedo #loveisland #loveislanduk #loveislandmemes #loveislandseason2 #traits #loyalty #havefun  #idloveanolive #lovelingo #lovelingoland https://t.co/J5dmtdwyqJ,lovelingoland,nothate,0.9962615370750428,positive,0.6932274699211121
2023-05-28 21:08:29+00:00,1662928857026949122,What do you sing? - Scott Thomas #scottthomas #maliaarkian #whatdoyousing #whatdoyoudoforaliving #singersongwriter #songs #motown #loveisland #loveislanduk #loveislandmemes #loveislandseason2 #whenthenighthascome #andthelandisdark #thisguy #lovelingo #lovelingoland https://t.co/JCWC1Tv8yd,lovelingoland,nothate,0.9978431463241576,neutral,0.7530871629714966
2023-05-28 21:07:18+00:00,1662928556576448514,I don't let them know I'm bothered - Kady Mcdermott #kadymcdermott #zaraholland #rykardjenkins #scottthomas  #no #loveisland #loveislanduk #loveislandmemes #loveislandseason2 #whenhecomesback #chilledasfcks  #sochilled #fuming #massiveguardup #putanacton #lovelingo #lovelingoland https://t.co/bTlRafF3T0,lovelingoland,nothate,0.9659008979797364,neutral,0.6534297466278076
2023-05-28 19:25:07+00:00,1662902842150260736,Shaq is honestly such a gem. Not afraid to tell the boys when they're being slimey but also takes accountability. Deserves the world honestly. #loveislanduk,bbssoveranes28,hate,0.8264234662055969,positive,0.8999367952346802
2023-05-27 22:17:02+00:00,1662583718152663041,ABSOLUTELY READY FOR THE HOTTEST SHOW OF THE SUMMER TO TAKEOVER OUR LIVES IN 9 DAYS!! 8 weeks of greatness is coming and I’m so ready for it 😁😁 @LoveIsland #LoveIsland #LoveIslandUK @MayaJama https://t.co/4I8wBS030v,superpidge,nothate,0.9831987023353576,positive,0.9908348321914673
2023-05-28 02:44:23+00:00,1662651000556081152,"Now why did they plan Lean On Me with these fucking boys, let’s BFFR 😭😭#LoveIslandUK",uknowuloveme14,nothate,0.9996017813682556,negative,0.9417027235031128
2023-05-27 21:35:48+00:00,1662573341788585985,"This might be an unpopular opinion but, the UK version of Love Island is way better than the US version and I’m from the US. #LoveIsland #LoveIslandUS #LoveIslandUK",lavishbre20,nothate,0.999728262424469,positive,0.8542563915252686
2023-05-27 19:53:03+00:00,1662547482428030976,"When does Love Island UK season 10 start?

https://t.co/8XK2U0Pzgz

#LoveIsland #LoveIslandUK",LovelslandTea,nothate,0.9986783862113952,neutral,0.863097071647644
2023-05-27 07:55:04+00:00,1662366797591621634,Ok so we still have radio silence from @ITV about a release date for #SanditonS3 in the UK. So I propose that ITV gets #RoseWilliams #EloiseWebb and #BenLloydHughes to watch a few episodes of #LoveIslandUK as a tv special to promote #Sanditon and L.I. #SanditonSuspense @ITVX https://t.co/JUeOM7XEfe,eatworldweve,nothate,0.9983460903167723,neutral,0.855407178401947
2023-05-26 21:47:49+00:00,1662213978427383808,ABSOLUTELY READY FOR THE HOTTEST SHOW OF THE SUMMER TO TAKEOVER OUR LIVES IN 10 DAYS!! 8 weeks of greatness is coming and I’m so ready for it 😁😁 @LoveIsland #LoveIsland #LoveIslandUK @MayaJama https://t.co/EVGEhH7Bt8,superpidge,nothate,0.980248749256134,positive,0.9908041954040527
2023-05-26 19:44:22+00:00,1662182909384507401,Now I understand why Kai and Sanam won #LoveIslandUK,Jessys_Room,nothate,0.9997723698616028,neutral,0.532751739025116
